LeiOfEntityWhichSubmittedTheOrder,DirectElectronicAccess,ClientIdentificationCode,InvestmentDecisionWithinFirm,ExecutionWithinFirm,NonExecutingBroker,TradingCapacity,LiquidityProvisionActivity,DateAndTime,ValidityPeriod,OrderRestriction,ValidityPeriodDateAndTime,MicCode,FinancialInstrumentsIdentificationCode,DateOfReceipt,OrderIdentificationCode,Lifecycle,OrderType,OrderTypeClassification,LimitPrice,AdditionalLimitPrice,StopPrice,PeggedLimitPrice,PriceCurrency,CurrencyOfLeg2,PriceNotation,BuySellIndicator,OrderStatus,QuantityNotation,QuantityCurrency,InitialQuantity,RemainingQuantityIncludingHidden,DisplayedQuantity,TradedQuantity,MinimumAcceptableQuantity,MinimumExecutableSize,MesFirstExecutionOnly,PassiveOnlyIndicator,SelfExecutionPrevention,StrategyLinkedOrder,RoutingStrategy,InstrumentFullName,UnderlyingInstrumentCode,InstrumentClassification,SRDTaxonomy,SequenceNumber,PassiveOrAggressiveIndicator,PriorityTimeStamp,OrderBookCode,TradingPhases,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:56:24.007992Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,DE0001030567,2020-10-28,10059456,CAMO,Limit,LMTO,108.14,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,BUNDei26,,DBVTFB,FixedIncome:Bond:Sovereign,122,,2020-10-28T12:50:38.673117Z,120TSGB998969e25a5f,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T08:34:42.570525Z,IOCV,VFCR,,XOFF,EZFFSCG6WGD4,2020-10-28,2020102801000000000000007754825N_2,FILL,Limit,LMTO,1.1754,,,,,,BAPO,SELL,,MONE,EUR,89000000,0,0,89000000,,0,true,false,true,,,FWD.EUR.USD.1D,,JFTXFP,ForeignExchange:Forward,320,PASV,2020-10-28T08:34:42.570525Z,VXOFF7-eba9953c6004,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T09:30:05.193691Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MNUG7BOSELL,NEWO,Limit,LMTO,24.3,,,,,,PERC,SELL,ACTI,MONE,EUR,50300000,50300000,50300000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,34,,,VEZ0D90V21LJ4,,
,false,,,,,DEAL,false,2020-10-28T11:39:11.477455Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1011AER3BOSELL,NEWO,Limit,LMTO,6.716,,,,CNY,,MONE,SELL,ACTI,MONE,CNY,25000000,25000000,25000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,290,,,VEZ1C18HN8KB4,,
,false,,,,,DEAL,false,2020-10-28T13:28:40.510304Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZVC75CZPK38,2020-10-28,102MOYUFBOBUY,FILL,Limit,LMTO,8.5135,,,,USD,,MONE,BUYI,,MONE,USD,5000000,0,0,5000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,19,,,VEZVC75CZPK38,,
,false,,,,,DEAL,false,2020-10-28T08:32:07.007242Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ2VB8L9GZ14,2020-10-28,102MNCE8BOSELL,FILL,Limit,LMTO,0.21,,,,,,PERC,SELL,,MONE,USD,98930000,0,0,98930000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,4,,,VEZ2VB8L9GZ14,,
,false,,,,,DEAL,false,2020-10-28T14:18:53.083189Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZL59VHWFP24,2020-10-28,102MP8J8BOBUY,NEWO,Limit,LMTO,1,,,,,,PERC,BUYI,ACTI,MONE,EUR,85000000,85000000,85000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,21,,,VEZL59VHWFP24,,
,false,,,,,DEAL,false,2020-10-28T13:49:15.802878Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MP2U6BOSELL,FILL,Limit,LMTO,-0.28145,,,,,,PERC,SELL,,MONE,EUR,50000000,0,0,50000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,164,,,VEZ0D90V21LJ4,,
1VUV7VQFKUOQSJ21A208,false,127677,,,,DEAL,,2020-10-28T09:18:44.979422Z,IOCV,VFCR,,XOFF,EZZ9VBT2DP24,2020-10-28,2020102801000000000000007754947N_2,FILL,Limit,LMTO,6.7145,,,,,,BAPO,SELL,,MONE,USD,30000000,0,0,30000000,,0,true,false,true,,,FWD.USD.CNH.1M,,JFTXFP,ForeignExchange:Forward,16,PASV,2020-10-28T09:18:44.979422Z,VXOFF4-6eefa618393d,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T00:52:30.917773Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,1015G821BOSELL,FILL,Limit,LMTO,6.721,,,,CNY,,MONE,SELL,,MONE,CNY,1000000000,0,0,1000000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,304,,,VEZ1C18HN8KB4,,
1VUV7VQFKUOQSJ21A208,false,208298,,,,DEAL,,2020-10-28T07:44:12.641205Z,IOCV,VFCR,,XOFF,EZ9KWX81JQT0,2020-10-28,2020102801000000000000007754674F_1,FILL,Limit,LMTO,0.714002,,,,,,BAPO,BUYI,,MONE,AUD,288000000,0,0,288000000,,0,true,false,true,,,FWD.AUD.USD.1D,,JFTXFP,ForeignExchange:Forward,48,PASV,2020-10-28T07:44:12.641205Z,VXOFF0-c9c34edeb53e,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T16:56:42.365899Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ68FZG28GD4,2020-10-28,1011BAL3BOBUY,NEWO,Limit,LMTO,21.186,,,,MXN,,MONE,BUYI,ACTI,MONE,MXN,660000000,660000000,660000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,477,,,VEZ68FZG28GD4,,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.981Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000121261,2020-10-28,KAS2mH5F053801BOSELL,FILL,Limit,LMTO,91,,,,EUR,,MONE,SELL,,UNIT,EUR,109133,0,0,109133,,,,,true,,,MLFPXXXX_CASHCROSS_J3L1wdi3003c01,,ESXXXR,Equity:CashEquity,1762,,,VFR0000121261,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:55.606482Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1626933102,2020-10-28,47605852,CHME,Limit,LMTO,48,,,,,,BAPO,SELL,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BNP FRN 06/07/24,,DTVUFB,FixedIncome:Bond:Corporate,30,,2020-10-28T07:29:55.606428Z,99IOFI-88865bb061ad,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127662,,,,DEAL,,2020-10-28T13:31:54.947357Z,IOCV,VFCR,,XOFF,EZV4Q12NYFZ3,2020-10-28,20201028045000000000000001727213_2,NEWO,Limit,LMTO,1.66,,,,EUR,,MONE,SELL,ACTI,MONE,EUR,70000000,70000000,70000000,0,,0,true,false,true,,,EUR/USD.9M.PUT,,HFTDVP,ForeignExchange:VanillaOption,22,,2020-10-28T13:31:54.947357Z,VXOFF2-25308dac1f23,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,100297,100297,,DEAL,,2020-10-28T14:11:10.261057Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSFI,,2020-10-28,47662230,REME,Limit,LMTO,102.5,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1700000,1700000,1700000,0,,1000000,true,false,true,,,"TOTAL 1.994 04/32 VM,DBR 0 02/30",,,Strategy,2,,2020-10-28T14:11:08.086028Z,99TSFI-3e30cb64c6a6,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T13:55:38.431127Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ3T4VFRC186,2020-10-28,102MP568BOBUY,NEWO,Limit,LMTO,1.65,,,,,,PERC,BUYI,ACTI,MONE,EUR,120000000,120000000,120000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,1,,,VEZ3T4VFRC186,,
,false,,,,,DEAL,false,2020-10-28T08:44:58.552478Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8TYLYK88D5,2020-10-28,102MNGYFBOSELL,NEWO,Limit,LMTO,4.87543,,,,RON,,MONE,SELL,ACTI,MONE,RON,132000000,132000000,132000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,30,,,VEZ8TYLYK88D5,,
,false,,100145,100145,,DEAL,false,2020-10-28T16:50:20.999Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,ISWV,EZGWFS5GKHX6,2020-10-28,102MPOV8BOSELL,NEWO,Limit,LMTO,-8.375,,,,,,BAPO,SELL,ACTI,MONE,EUR,150000000,150000000,150000000,0,,,,,true,,,,,SRACCP,InterestRate:CrossCurrency:Basis,6,,,VEZGWFS5GKHX6,,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T08:27:21.115336Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,FR0013410552,2020-10-28,10055794,NEWO,Limit,LMTO,111.87,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,OATei29(MAR),,DNFTFN,FixedIncome:Bond:Sovereign,181,,2020-10-28T08:27:21.115264Z,120TSGB5208569b3562,Continuous Volume Matching,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T16:29:01.154263Z,IOCV,VFCR,,XOFF,EZ3X5P46SFJ3,2020-10-28,2020102801000000000000007755624F_2,NEWO,Limit,LMTO,0.706502,,,,,,BAPO,SELL,ACTI,MONE,AUD,400000000,400000000,400000000,0,,0,true,false,true,,,FWD.AUD.USD.1M,,JFTXFP,ForeignExchange:Forward,60,,2020-10-28T16:29:01.154263Z,VXOFF9-18deecb58550,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T07:20:56.225854Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ3LVGRVGHN4,2020-10-28,102MMSVEBOSELL,NEWO,Limit,LMTO,0.6714,,,,NZD,,MONE,SELL,ACTI,MONE,NZD,263000000,263000000,263000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,62,,,VEZ3LVGRVGHN4,,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T12:50:38.673206Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,DE0001030567,2020-10-28,10059456,CHME,Limit,LMTO,108.14,,,,,,BAPO,SELL,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,BUNDei26,,DBVTFB,FixedIncome:Bond:Sovereign,114,,2020-10-28T12:50:38.673117Z,120TSGB998969e25a5f,Continuous Volume Matching,
,false,,100220,100220,,DEAL,false,2020-10-28T14:47:03.999Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,TPSE,EZXJLY44WVZ5,2020-10-28,1011B0F3BOSELL,NEWO,Limit,LMTO,1.0725,,,,,,PERC,SELL,ACTI,MONE,CAD,50000000,50000000,50000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,2,,,VEZXJLY44WVZ5,,
,false,,100022,100022,,DEAL,false,2020-10-28T11:52:28.396348Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZSRR7N3LW83,2020-10-28,102MOKC6BOBUY,NEWO,Limit,LMTO,0.4225,,,,,,PERC,BUYI,ACTI,MONE,EUR,25000000,25000000,25000000,0,,,,,true,,,,,SRGCSP,InterestRate:Inflation,121,,,VEZSRR7N3LW83,,
1VUV7VQFKUOQSJ21A208,false,121593,,,,DEAL,,2020-10-28T11:52:35.596089Z,IOCV,VFCR,,XOFF,EZBGPMCY0HR0,2020-10-28,2020102801000000000000007755211F_1,FILL,Limit,LMTO,1.173475,,,,,,BAPO,BUYI,,MONE,EUR,500000000,0,0,500000000,,0,true,false,true,,,FWD.EUR.USD.1D,,JFTXFP,ForeignExchange:Forward,8,PASV,2020-10-28T11:52:35.596089Z,VXOFF3-620c19a330d8,Central Limit Order Book,
,false,,100145,100145,,DEAL,false,2020-10-28T16:50:21Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,ISWV,EZGWFS5GKHX6,2020-10-28,102MPOV8BOSELL,FILL,Limit,LMTO,-8.375,,,,,,BAPO,SELL,,MONE,EUR,150000000,0,0,150000000,,,,,true,,,,,SRACCP,InterestRate:CrossCurrency:Basis,8,,,VEZGWFS5GKHX6,,
1VUV7VQFKUOQSJ21A208,false,121593,,,,DEAL,,2020-10-28T11:52:35.595089Z,IOCV,VFCR,,XOFF,EZ1TWTSLFFG1,2020-10-28,2020102801000000000000007755211N_2,NEWO,Limit,LMTO,1.1734,,,,,,BAPO,SELL,ACTI,MONE,EUR,500000000,500000000,500000000,0,,0,true,false,true,,,FWD.EUR.USD.1D,,JFTXFP,ForeignExchange:Forward,79,,2020-10-28T11:52:35.595089Z,VXOFF4-70ee7ee89040,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T16:29:01.154263Z,IOCV,VFCR,,XOFF,EZ9KWX81JQT0,2020-10-28,2020102801000000000000007755624N_1,NEWO,Limit,LMTO,0.7064,,,,,,BAPO,BUYI,ACTI,MONE,AUD,400000000,400000000,400000000,0,,0,true,false,true,,,FWD.AUD.USD.1M,,JFTXFP,ForeignExchange:Forward,25,,2020-10-28T16:29:01.154263Z,VXOFF0-33876d1708ee,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T07:20:56.225854Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ70FNTL5BS3,2020-10-28,102MMSV5BOBUY,NEWO,Limit,LMTO,0.671403,,,,NZD,,MONE,BUYI,ACTI,MONE,NZD,263000000,263000000,263000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,89,,,VEZ70FNTL5BS3,,
1VUV7VQFKUOQSJ21A208,false,127745,,,,DEAL,,2020-10-28T08:32:35.289612Z,IOCV,VFCR,,XOFF,EZ39NZTVTLK0,2020-10-28,2020102801000000000000007754814F_2,NEWO,Limit,LMTO,371.25,,,,,,BAPO,SELL,ACTI,MONE,EUR,15000000,15000000,15000000,0,,0,true,false,true,,,FWD.EUR.HUF.12M,,JFTXFP,ForeignExchange:Forward,7,,2020-10-28T08:32:35.289612Z,VXOFFa-4ed8a12a53e7,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T03:23:30.086373Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZZ9VBT2DP24,2020-10-28,1015GQS1BOSELL,NEWO,Limit,LMTO,6.707,,,,USD,,MONE,SELL,ACTI,MONE,USD,20000000,20000000,20000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,98,,,VEZZ9VBT2DP24,,
1VUV7VQFKUOQSJ21A208,false,,100022,100022,,DEAL,,2020-10-28T15:36:00.161402Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,,2020-10-28,10061391,NEWO,Limit,LMTO,99.625,,,,,,BAPO,BUYI,ACTI,MONE,EUR,5000000,5000000,5000000,0,,5000000,true,false,true,,,"OATei36,may36 oat",,,Strategy,43,,2020-10-28T15:36:00.159663Z,120TSGBe3728225a35e,Continuous Volume Matching,
,false,,100220,100220,,DEAL,false,2020-10-28T13:25:23Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,TPSE,EZNVV80MFCG4,2020-10-28,1011ARF3BOSELL,FILL,Limit,LMTO,0.7425,,,,,,PERC,SELL,,MONE,CAD,40000000,0,0,40000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,8,,,VEZNVV80MFCG4,,
,false,,,,,DEAL,false,2020-10-28T13:55:11.999905Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ8TYLYK88D5,2020-10-28,102MP406BOBUY,NEWO,Limit,LMTO,4.8755,,,,RON,,MONE,BUYI,ACTI,MONE,RON,150000000,150000000,150000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,45,,,VEZ8TYLYK88D5,,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T09:08:41.506047Z,IOCV,VFCR,,XOFF,EZ8KS29WTX26,2020-10-28,2020102801000000000000007754921F_1,FILL,Limit,LMTO,1.176223,,,,,,BAPO,BUYI,,MONE,EUR,221000000,0,0,221000000,,0,true,false,true,,,FWD.EUR.USD.1D,,JFTXFP,ForeignExchange:Forward,190,PASV,2020-10-28T09:08:41.506047Z,VXOFF7-bf18e6cbc586,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T06:29:31.574373Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZGD8FW1B560,2020-10-28,1015H011BOSELL,NEWO,Limit,LMTO,6.71,,,,CNY,,MONE,SELL,ACTI,MONE,CNY,500000000,500000000,500000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,322,,,VEZGD8FW1B560,,
,false,,100177,100177,,DEAL,false,2020-10-28T07:50:39Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,ISWV,EZD8K513RR31,2020-10-28,1011A1J3BOBUY,FILL,Limit,LMTO,1.5,,,,,,BAPO,BUYI,,MONE,USD,75000000,0,0,75000000,,,,,true,,,,,SRACSP,InterestRate:IRSwap:Basis,3,,,VEZD8K513RR31,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:31:21.207287Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,,2020-10-28,47628921,CHME,Limit,LMTO,74,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,"BAC 0.75 7/23,DBR 1.5 05/23 (ICAP)",,,Strategy,6,,2020-10-28T07:31:21.207225Z,99IOFI-168d3dba6336,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,127665,,,,DEAL,,2020-10-28T16:29:28.727044Z,IOCV,VFCR,,XOFF,EZ0D90V21LJ4,2020-10-28,20201028045000000000000001727481_1,NEWO,Limit,LMTO,-0.0028175,,,,,,BAPO,BUYI,ACTI,MONE,EUR,224700000,224700000,224700000,0,,0,true,false,true,,,10Y EUR IRS Outright (EUR.10Y.6M),,SRCCSP,InterestRate:IRSwap:FixedFloat,21,,2020-10-28T16:29:28.727044Z,VXOFFd-0f50d444f467,Central Limit Order Book,
,false,,100224,100224,,DEAL,false,2020-10-28T11:24:17.981Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,IMCE,FR0000120578,2020-10-28,KAS2mH4l043801BOSELL,FILL,Limit,LMTO,79.16,,,,EUR,,MONE,SELL,,UNIT,EUR,790623,0,0,790623,,,,,true,,,SANFPXXX_CASHCROSS_J3L1wutN003c01,,ESVUFN,Equity:CashEquity,6080,,,VFR0000120578,,
,false,,100209,100209,,DEAL,false,2020-10-28T10:17:22.246952Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MO4R8BOSELL,NEWO,Limit,LMTO,-0.293,,,,,,PERC,SELL,ACTI,MONE,EUR,120000000,120000000,120000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,62,,,VEZ0D90V21LJ4,,
,false,,,,,DEAL,false,2020-10-28T08:46:23.713125Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ7BT696Z8V0,2020-10-28,102MNE18BOBUY,NEWO,Limit,LMTO,3.393,,,,ILS,,MONE,BUYI,ACTI,MONE,ILS,5000000,5000000,5000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,25,,,VEZ7BT696Z8V0,,
,false,,100210,100210,,DEAL,false,2020-10-28T05:52:59.899173Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ68939Q55S1,2020-10-28,1015GYV1BOSELL,NEWO,Limit,LMTO,0.4125,,,,,,PERC,SELL,ACTI,MONE,JPY,500000000,500000000,500000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,18,,,VEZ68939Q55S1,,
1VUV7VQFKUOQSJ21A208,false,,100191,100191,,DEAL,,2020-10-28T08:28:05.023551Z,GTTV,VFCR,2020-10-28T23:59:59.000000Z,TSGB,IT0005246134,2020-10-28,10055967,CAME,Limit,LMTO,109.27,,,,,,BAPO,SELL,,MONE,EUR,5000000,0,0,0,,5000000,true,false,true,,,BTPei28,,DBVUFB,FixedIncome:Bond:Sovereign,60,,2020-10-28T08:28:03.702855Z,120TSGBa6af57e89e61,Continuous Volume Matching,
,false,,,,,DEAL,false,2020-10-28T08:44:58.553478Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZVBMZPMB2Y3,2020-10-28,102MNGY6BOBUY,FILL,Limit,LMTO,4.875,,,,RON,,MONE,BUYI,,MONE,RON,132000000,0,0,132000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,47,,,VEZVBMZPMB2Y3,,
,false,,,,,DEAL,false,2020-10-28T11:39:11.477455Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1C18HN8KB4,2020-10-28,102MOI68BOSELL,NEWO,Limit,LMTO,6.716,,,,CNY,,MONE,SELL,ACTI,MONE,CNY,25000000,25000000,25000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,286,,,VEZ1C18HN8KB4,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:48.867178Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,FR0013444841,2020-10-28,47611110,CHME,Limit,LMTO,12,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,SOCGEN FRN 09/06/21,,DTXXXX,FixedIncome:Bond:Corporate,8,,2020-10-28T07:29:48.867088Z,99IOFI-025f1b019867,Central Limit Order Book,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:49.119172Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1626933102,2020-10-28,47605850,CHME,Limit,LMTO,56,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BNP FRN 06/07/24,,DTVUFB,FixedIncome:Bond:Corporate,28,,2020-10-28T07:29:49.119102Z,99IOFI-88865bb061ad,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T09:05:13.272803Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ1N8Y8FXNR2,2020-10-28,102MNMFFBOBUY,NEWO,Limit,LMTO,1.3607,,,,USD,,MONE,BUYI,ACTI,MONE,USD,50000000,50000000,50000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,25,,,VEZ1N8Y8FXNR2,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:49.081669Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,FR0013309317,2020-10-28,47611214,CHME,Limit,LMTO,46,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,BPCEGP FRN 01/11/23,,DTVNFB,FixedIncome:Bond:Corporate,26,,2020-10-28T07:29:49.081596Z,99IOFI-395353c34ac1,Central Limit Order Book,
,false,,100220,100220,,DEAL,false,2020-10-28T13:53:30.999Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,TPSE,EZNVV80MFCG4,2020-10-28,1011AVZ3BOSELL,NEWO,Limit,LMTO,0.74,,,,,,PERC,SELL,ACTI,MONE,CAD,50000000,50000000,50000000,0,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,10,,,VEZNVV80MFCG4,,
,false,,UT0S72,UT0S72,,DEAL,false,2020-10-28T13:30:46.889914Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZVC3H3GJQZ6,2020-10-28,1011ATQCBOSELL,NEWO,Limit,LMTO,1.3283,,,,CAD,,MONE,SELL,ACTI,MONE,CAD,150000000,150000000,150000000,0,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,86,,,VEZVC3H3GJQZ6,,
,false,,100044,100044,,DEAL,false,2020-10-28T10:01:07.548934Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZH5TB8TLWF9,2020-10-28,102MNZZ6BOSELL,NEWO,Limit,LMTO,-0.473,,,,,,PERC,SELL,ACTI,MONE,EUR,500000000,500000000,500000000,0,,,,,true,,,,,SRHCSP,InterestRate:IRSwap:FixedFloat:OIS,6,,,VEZH5TB8TLWF9,,
,false,,UT2A00,UT2A00,,DEAL,false,2020-10-28T13:51:57.003089Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZZ9VBT2DP24,2020-10-28,102MP3YEBOBUY,FILL,Limit,LMTO,6.73025,,,,CNY,,MONE,BUYI,,MONE,CNY,140000000,0,0,140000000,,,,,true,,,,,JFTXFP,ForeignExchange:Forward,299,,,VEZZ9VBT2DP24,,
1VUV7VQFKUOQSJ21A208,false,,,,,DEAL,,2020-10-28T07:29:55.451555Z,GTCV,VFCR,2099-12-31T23:59:59Z,IOFI,XS1691349523,2020-10-28,47611152,CHME,Limit,LMTO,51,,,,,,BAPO,BUYI,ACTI,MONE,EUR,1000000,1000000,1000000,0,,1000000,true,false,true,,,GS FRN 09/26/23 YTW,,DTVNGR,FixedIncome:Bond:Corporate,21,,2020-10-28T07:29:55.451496Z,99IOFI-12ad61e9d8ae,Central Limit Order Book,
,false,,100177,100177,,DEAL,false,2020-10-28T07:51:01.999Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,ISWV,EZ3251J165G9,2020-10-28,1011A1G3BOSELL,NEWO,Limit,LMTO,1.5,,,,,,BAPO,SELL,ACTI,MONE,USD,100000000,100000000,100000000,0,,,,,true,,,,,SRACSP,InterestRate:IRSwap:Basis,2,,,VEZ3251J165G9,,
1VUV7VQFKUOQSJ21A208,false,127677,,,,DEAL,,2020-10-28T09:18:44.978422Z,IOCV,VFCR,,XOFF,EZZ9VBT2DP24,2020-10-28,2020102801000000000000007754947N_2,NEWO,Limit,LMTO,6.7145,,,,,,BAPO,SELL,ACTI,MONE,USD,30000000,30000000,30000000,0,,0,true,false,true,,,FWD.USD.CNH.1M,,JFTXFP,ForeignExchange:Forward,15,,2020-10-28T09:18:44.978422Z,VXOFF4-6eefa618393d,Central Limit Order Book,
,false,,,,,DEAL,false,2020-10-28T09:53:07.342727Z,GTCV,VFCR,2020-10-28T23:59:59.999999Z,XOFF,EZ0D90V21LJ4,2020-10-28,102MNZA8BOBUY,FILL,Limit,LMTO,-0.294,,,,,,PERC,BUYI,,MONE,EUR,50000000,0,0,50000000,,,,,true,,,,,SRCCSP,InterestRate:IRSwap:FixedFloat,43,,,VEZ0D90V21LJ4,,
